MOLCLIN	REFNO	INVNO	ORDERNO	PREFIX	GENE	SUFFIX
M	14804	293	2		ADGRL2	+ 
M	14804	2933	1		COBL/DUSP14	
M	14804	2933	2		COBL	+ 
M	14804	2933	3		DUSP14	+ 
M	14804	293	3		AK5	+ 
M	14804	2934	1		ARHGAP5/TPGS2	
M	14804	2934	2		ARHGAP5	+ 
M	14804	2934	3		TPGS2	+ 
M	14804	2935	1		RNF170/SFRP1	
M	14804	2935	2		RNF170	+ 
M	14804	2935	3		SFRP1	+ 
M	14804	2936	1		UGGT1/FAR1	
M	14804	2936	2		UGGT1	+ 
M	14804	2936	3		FAR1	+ 
M	14804	2937	1		CRIPT/BIRC6	
M	14804	2937	2		CRIPT	+ 
M	14804	2937	3		BIRC6	+ 
M	14804	2938	1		UNK/B4GALNT2	
M	14804	2938	2		UNK	+ 
M	14804	2938	3		B4GALNT2	+ 
M	14804	2939	1		FAM222B/UNC5D	
M	14804	2939	2		FAM222B	+ 
M	14804	2939	3		UNC5D	+ 
M	14804	29	3		SLC16A9	+ 
M	14804	2940	1		GSN/FAR1	
M	14804	2940	2		GSN	+ 
M	14804	2940	3		FAR1	+ 
M	14804	294	1		RPTOR/GAA	
M	14804	2942	1		MINK1/NQO2	
M	14804	2942	2		MINK1	+ 
M	14804	2942	3		NQO2	+ 
M	14804	294	2		RPTOR	+ 
M	14804	294	3		GAA	+ 
M	14804	2944	1		TMEM41B/TEKT1	
M	14804	2944	2		TMEM41B	+ 
M	14804	2944	3		TEKT1	+ 
M	14804	2945	1		NCOA2/LEPROTL1	
M	14804	2945	2		NCOA2	+ 
M	14804	2945	3		LEPROTL1	+ 
M	14804	2946	1		EEF1D/TSTA3	
M	14804	2946	2		EEF1D	+ 
M	14804	2946	3		TSTA3	+ 
M	14804	2947	1		TAF3/ATP5C1	
M	14804	2947	2		TAF3	+ 
M	14804	2947	3		ATP5C1	+ 
M	14804	2948	1		MAPKAP1/UHRF1	
M	14804	2948	2		MAPKAP1	+ 
M	14804	2948	3		UHRF1	+ 
M	14804	2949	1		MAP4K4/MUCL1	
M	14804	2949	2		MAP4K4	+ 
M	14804	2949	3		MUCL1	+ 
M	14804	2950	1		DNAJC4/NUDT22	
M	14804	2950	2		DNAJC4	+ 
M	14804	2950	3		NUDT22	+ 
M	14804	2951	1		CMC2/PZP	
M	14804	2951	2		CMC2	+ 
M	14804	2951	3		PZP	+ 
M	14804	295	1		TTC6/KIAA0391	
M	14804	2952	1		SF1/SYT7	
M	14804	2952	2		SF1	+ 
M	14804	2952	3		SYT7	+ 
M	14804	295	2		TTC6	+ 
M	14804	2953	1		NUMA1/TRPT1	
M	14804	2953	2		NUMA1	+ 
M	14804	2953	3		TRPT1	+ 
M	14804	295	3		KIAA0391	+ 
M	14804	2954	1		PRKRIR/POLD4	
M	14804	2954	2		PRKRIR	+ 
M	14804	2954	3		POLD4	+ 
M	14804	2957	1		DNAJC17/CIB2	
M	14804	2957	2		DNAJC17	+ 
M	14804	2957	3		CIB2	+ 
M	14804	2958	1		SYNRG/KRT33A	
M	14804	2958	2		SYNRG	+ 
M	14804	2958	3		KRT33A	+ 
M	14804	2959	1		RARA/STAC2	
M	14804	2959	2		RARA	+ 
M	14804	2959	3		STAC2	+ 
M	14804	2960	1		BMP2K/SLC25A31	
M	14804	2960	2		BMP2K	+ 
M	14804	2960	3		SLC25A31	+ 
M	14804	2961	1		CELF1/MYOM1	
M	14804	2961	2		CELF1	+ 
M	14804	2961	3		MYOM1	+ 
M	14804	296	1		ACSM1/DNAH3	
M	14804	2962	1		MNAT1/SIX1	
M	14804	2962	2		MNAT1	+ 
M	14804	2962	3		SIX1	+ 
M	14804	296	2		ACSM1	+ 
M	14804	296	3		DNAH3	+ 
M	14804	2964	1		ITPR2/RASSF3	
M	14804	2964	2		ITPR2	+ 
M	14804	2964	3		RASSF3	+ 
M	14804	2965	1		TSPAN14/DYDC2	
M	14804	2965	2		TSPAN14	+ 
M	14804	2965	3		DYDC2	+ 
M	14804	2966	1		CD2AP/SUPT3H	
M	14804	2966	2		CD2AP	+ 
M	14804	2966	3		SUPT3H	+ 
M	14804	2967	1		FAM222B/CHD7	
M	14804	2967	2		FAM222B	+ 
M	14804	2967	3		CHD7	+ 
M	14804	2968	1		NCAPD2/VWF	
M	14804	2968	2		NCAPD2	+ 
M	14804	2968	3		VWF	+ 
M	14804	2969	1		MROH2B/MRPS30	
M	14804	2969	2		MROH2B	+ 
M	14804	2969	3		MRPS30	+ 
M	14804	2970	1		MALRD1/GPR158	
M	14804	2970	2		MALRD1	+ 
M	14804	2970	3		GPR158	+ 
M	14804	2971	1		MAP3K8/MROH2B	
M	14804	2971	2		MAP3K8	+ 
M	14804	2971	3		MROH2B	+ 
M	14804	297	1		CEP164/APOC3	
M	14804	297	2		CEP164	+ 
M	14804	2973	1		DHCR24/SIAE	
M	14804	2973	2		DHCR24	+ 
M	14804	2973	3		SIAE	+ 
M	14804	297	3		APOC3	+ 
M	14804	2974	1		TRIM33/RET	
M	14804	2974	2		TRIM33	+ 
M	14804	2974	3		RET	+ 
M	14804	2975	1		EPB41L4A/PLAC8L1	
M	14804	2975	2		EPB41L4A	+ 
M	14804	2975	3		PLAC8L1	+ 
M	14804	2976	1		ARHGEF12/CNTN5	
M	14804	2976	2		ARHGEF12	+ 
M	14804	2976	3		CNTN5	+ 
M	14804	2977	1		AKIRIN1/MEAF6	
M	14804	2977	2		AKIRIN1	+ 
M	14804	2977	3		MEAF6	+ 
M	14804	2978	1		PHIP/FTO	
M	14804	2978	2		PHIP	+ 
M	14804	2978	3		FTO	+ 
M	14804	2979	1		MTM1/VBP1	
M	14804	2979	2		MTM1	+ 
M	14804	2979	3		VBP1	+ 
M	14804	2980	1		VBP1/GABRA3	
M	14804	2980	2		VBP1	+ 
M	14804	2980	3		GABRA3	+ 
M	14804	2981	1		ARF3/CHFR	
M	14804	2981	2		ARF3	+ 
M	14804	2981	3		CHFR	+ 
M	14804	298	1		SIPA1L3/WDR62	
M	14804	2982	1		STK39/SCN3A	
M	14804	2982	2		STK39	+ 
M	14804	2982	3		SCN3A	+ 
M	14804	298	2		SIPA1L3	+ 
M	14804	2983	1		C1orf95/VTI1A	
M	14804	2983	2		C1orf95	+ 
M	14804	2983	3		VTI1A	+ 
M	14804	298	3		WDR62	+ 
M	14804	2984	1		CLOCK/NMU	
M	14804	2984	2		CLOCK	+ 
M	14804	2984	3		NMU	+ 
M	14804	2985	1		METTL21A/PLEKHM3	
M	14804	2985	2		METTL21A	+ 
M	14804	2985	3		PLEKHM3	+ 
M	14804	2986	1		ZNF229/ERCC1	
M	14804	2986	2		ZNF229	+ 
M	14804	2986	3		ERCC1	+ 
M	14804	2987	1		KCTD2/TMEM104	
M	14804	2987	2		KCTD2	+ 
M	14804	2987	3		TMEM104	+ 
M	14804	2989	1		TUBD1/TOM1L1	
M	14804	2989	2		TUBD1	+ 
M	14804	2989	3		TOM1L1	+ 
M	14804	2990	1		KIF15/ZKSCAN7	
M	14804	2990	2		KIF15	+ 
M	14804	2990	3		ZKSCAN7	+ 
M	14804	2991	1		IPO7/AKIP1	
M	14804	2991	2		IPO7	+ 
M	14804	2991	3		AKIP1	+ 
M	14804	299	1		ARPC1A/TRRAP	
M	14804	2992	1		PHRF1/LRRC56	
M	14804	2992	2		PHRF1	+ 
M	14804	2992	3		LRRC56	+ 
M	14804	299	2		ARPC1A	+ 
M	14804	2993	1		TRAPPC8/ANK3	
M	14804	2993	2		TRAPPC8	+ 
M	14804	2993	3		ANK3	+ 
M	14804	299	3		TRRAP	+ 
M	14804	2994	1		GOSR1/AP2B1	
M	14804	2994	2		GOSR1	+ 
M	14804	2994	3		AP2B1	+ 
M	14804	2995	1		MCOLN2/CDK1	
M	14804	2995	2		MCOLN2	+ 
M	14804	2995	3		CDK1	+ 
M	14804	2996	1		CLPTM1/AP1M1	
M	14804	2996	2		CLPTM1	+ 
M	14804	2996	3		AP1M1	+ 
M	14804	2997	1		TCF7L1/DNAH6	
M	14804	2997	2		TCF7L1	+ 
M	14804	2997	3		DNAH6	+ 
M	14804	2998	1		ST6GAL1/KNG1	
M	14804	2998	2		ST6GAL1	+ 
M	14804	2998	3		KNG1	+ 
M	14804	2999	1		LDLR/C19orf38	
M	14804	2999	2		LDLR	+ 
M	14804	2999	3		C19orf38	+ 
M	14804	3000	1		RFTN1/DAZL	
M	14804	3000	2		RFTN1	+ 
M	14804	3000	3		DAZL	+ 
M	14804	3001	1		TTC39A/PHGDH	
M	14804	3001	2		TTC39A	+ 
M	14804	3001	3		PHGDH	+ 
M	14804	300	1		PAK1/NARS2	
M	14804	3002	1		PPP3R1/CNRIP1	
M	14804	3002	2		PPP3R1	+ 
M	14804	3002	3		CNRIP1	+ 
M	14804	300	2		PAK1	+ 
M	14804	3003	1		CTNNA1/SLC38A9	
M	14804	3003	2		CTNNA1	+ 
M	14804	3003	3		SLC38A9	+ 
M	14804	300	3		NARS2	+ 
M	14804	3004	1		ATXN1/ARG1	
M	14804	3004	2		ATXN1	+ 
M	14804	3004	3		ARG1	+ 
M	14804	3005	1		MKL1/APOL4	
M	14804	3005	2		MKL1	+ 
M	14804	3005	3		APOL4	+ 
M	14804	3006	1		PPARD/WNK4	
M	14804	3006	2		PPARD	+ 
M	14804	3006	3		WNK4	+ 
M	14804	3007	1		GCNT2/OSM	
M	14804	3007	2		GCNT2	+ 
M	14804	3007	3		OSM	+ 
M	14804	3008	1		PSMA5/FOXP1	
M	14804	3008	2		PSMA5	+ 
M	14804	3008	3		FOXP1	+ 
M	14804	3009	1		HIVEP1/MAPK1	
M	14804	3009	2		HIVEP1	+ 
M	14804	3009	3		MAPK1	+ 
M	14804	3010	1		KHDRBS2/LMBRD1	
M	14804	3010	2		KHDRBS2	+ 
M	14804	3010	3		LMBRD1	+ 
M	14804	3011	1		CAPNS1/CHD1	
M	14804	3011	2		CAPNS1	+ 
M	14804	3011	3		CHD1	+ 
M	14804	301	1		KDM2A/C11orf80	
M	14804	3012	1		COPE/TMEM59L	
M	14804	3012	2		COPE	+ 
M	14804	3012	3		TMEM59L	+ 
M	14804	301	2		KDM2A	+ 
M	14804	3013	1		P3H1/ERI3	
M	14804	3013	2		P3H1	+ 
M	14804	3013	3		ERI3	+ 
M	14804	301	3		C11orf80	+ 
M	14804	3014	1		SLC12A7/TMEM117	
M	14804	3014	2		SLC12A7	+ 
M	14804	3014	3		TMEM117	+ 
M	14804	3015	1		ARHGDIA/RNF213	
M	14804	3015	2		ARHGDIA	+ 
M	14804	3015	3		RNF213	+ 
M	14804	3016	1		PASK/BOK	
M	14804	3016	2		PASK	+ 
M	14804	3016	3		BOK	+ 
M	14804	3017	1		TMEM108/GAP43	
M	14804	3017	2		TMEM108	+ 
M	14804	3017	3		GAP43	+ 
M	14804	3018	1		DNM1L/ITPR2	
M	14804	3018	2		DNM1L	+ 
M	14804	3018	3		ITPR2	+ 
M	14804	3019	1		DNAJC17/PPP1R14D	
M	14804	3019	2		DNAJC17	+ 
M	14804	3019	3		PPP1R14D	+ 
M	14804	3021	1		CATSPERB/TRIP11	
M	14804	3021	2		CATSPERB	+ 
M	14804	3021	3		TRIP11	+ 
M	14804	302	1		LIMCH1/UCHL1	
M	14804	3022	1		BRWD1/SMC1A	
M	14804	3022	2		BRWD1	+ 
M	14804	3022	3		SMC1A	+ 
M	14804	302	2		LIMCH1	+ 
M	14804	3023	1		LRP8/USP24	
M	14804	3023	2		LRP8	+ 
M	14804	3023	3		USP24	+ 
M	14804	302	3		UCHL1	+ 
M	14804	3024	1		TRIO/DNAH5	
M	14804	3024	2		TRIO	+ 
M	14804	3024	3		DNAH5	+ 
M	14804	3025	1		CHST5/TMEM231	
M	14804	3025	2		CHST5	+ 
M	14804	3025	3		TMEM231	+ 
M	14804	3026	1		PXN/MSI1	
M	14804	3026	2		PXN	+ 
M	14804	3026	3		MSI1	+ 
M	14804	3028	1		RBM17/TWSG1	
M	14804	3028	2		RBM17	+ 
M	14804	3028	3		TWSG1	+ 
M	14804	3029	1		RERE/GPR157	
M	14804	3029	2		RERE	+ 
M	14804	3029	3		GPR157	+ 
M	14804	3030	1		SHC1/FOXP1	
M	14804	3030	2		SHC1	+ 
M	14804	3030	3		FOXP1	+ 
M	14804	303	1		TTC6/FAM177A1	
M	14804	3032	1		NAV2/CNTN5	
M	14804	3032	2		NAV2	+ 
M	14804	3032	3		CNTN5	+ 
M	14804	303	2		TTC6	+ 
M	14804	3033	1		FOXJ3/CLIC6	
M	14804	3033	2		FOXJ3	+ 
M	14804	3033	3		CLIC6	+ 
M	14804	303	3		FAM177A1	+ 
M	14804	3034	1		UMPS/KALRN	
M	14804	3034	2		UMPS	+ 
M	14804	3034	3		KALRN	+ 
M	14804	3035	1		BFAR/SPNS1	
M	14804	3035	2		BFAR	+ 
M	14804	3035	3		SPNS1	+ 
M	14804	3036	1		RGS6/NPAS3	
M	14804	3036	2		RGS6	+ 
M	14804	3036	3		NPAS3	+ 
M	14804	3037	1		LIFR/PNPLA8	
M	14804	3037	2		LIFR	+ 
M	14804	3037	3		PNPLA8	+ 
M	14804	3038	1		BICD1/SOX5	
M	14804	3038	2		BICD1	+ 
M	14804	3038	3		SOX5	+ 
M	14804	3039	1		SOX5/MANSC1	
M	14804	3039	2		SOX5	+ 
M	14804	3039	3		MANSC1	+ 
M	14804	3040	1		TMTC1/CASC1	
M	14804	3040	2		TMTC1	+ 
M	14804	3040	3		CASC1	+ 
M	14804	304	1		AHCYL2/SND1	
M	14804	3042	1		WNK1/STK38L	
M	14804	3042	2		WNK1	+ 
M	14804	3042	3		STK38L	+ 
M	14804	304	2		AHCYL2	+ 
M	14804	3043	1		ZNF175/CYP27B1	
M	14804	3043	2		ZNF175	+ 
M	14804	3043	3		CYP27B1	+ 
M	14804	304	3		SND1	+ 
M	14804	3044	1		ATG5/CEACAM16	
M	14804	3044	2		ATG5	+ 
M	14804	3044	3		CEACAM16	+ 
M	14804	3045	1		BCAT2/IRF3	
M	14804	3045	2		BCAT2	+ 
M	14804	3045	3		IRF3	+ 
M	14804	3046	1		HLCS/YBEY	
M	14804	3046	2		HLCS	+ 
M	14804	3046	3		YBEY	+ 
M	14804	3047	1		BEND3/AIM1	
M	14804	3047	2		BEND3	+ 
M	14804	3047	3		AIM1	+ 
M	14804	3048	1		ATG4C/INADL	
M	14804	3048	2		ATG4C	+ 
M	14804	3048	3		INADL	+ 
M	14804	3049	1		PTPRZ1/FYN	
M	14804	3049	2		PTPRZ1	+ 
M	14804	3049	3		FYN	+ 
M	14804	3050	1		KIAA2026/CMTM7	
M	14804	3050	2		KIAA2026	+ 
M	14804	3050	3		CMTM7	+ 
M	14804	3051	1		RAD50/CADPS	
M	14804	3051	2		RAD50	+ 
M	14804	3051	3		CADPS	+ 
M	14804	305	1		NEMF/VCPKMT	
M	14804	3052	1		SAYSD1/PACSIN1	
M	14804	3052	2		SAYSD1	+ 
M	14804	3052	3		PACSIN1	+ 
M	14804	305	2		NEMF	+ 
M	14804	3053	1		SIK2/MEGF11	
M	14804	3053	2		SIK2	+ 
M	14804	3053	3		MEGF11	+ 
M	14804	305	3		VCPKMT	+ 
M	14804	3054	1		MBP/SLC1A3	
M	14804	3054	2		MBP	+ 
M	14804	3054	3		SLC1A3	+ 
M	14804	3055	1		PRKX/CLCN4	
M	14804	3055	2		PRKX	+ 
M	14804	3055	3		CLCN4	+ 
M	14804	3056	1		CHD8/KIAA1211	
M	14804	3056	2		CHD8	+ 
M	14804	3056	3		KIAA1211	+ 
M	14804	3057	1		UBR4/PAX7	
M	14804	3057	2		UBR4	+ 
M	14804	3057	3		PAX7	+ 
M	14804	3058	1		AGAP1/IGSF21	
M	14804	3058	2		AGAP1	+ 
M	14804	3058	3		IGSF21	+ 
M	14804	3059	1		PKM/SLC1A3	
M	14804	3059	2		PKM	+ 
M	14804	3059	3		SLC1A3	+ 
M	14804	3060	1		PER3/CELA2A	
M	14804	3060	2		PER3	+ 
M	14804	3060	3		CELA2A	+ 
M	14804	3061	1		KDM4B/CHAF1A	
M	14804	3061	2		KDM4B	+ 
M	14804	3061	3		CHAF1A	+ 
M	14804	306	1		MAP2K5/IQCH	
M	14804	3062	1		IGFN1/KANK1	
M	14804	3062	2		IGFN1	+ 
M	14804	3062	3		KANK1	+ 
M	14804	306	2		MAP2K5	+ 
M	14804	3063	1		CRB1/IGFN1	
M	14804	3063	2		CRB1	+ 
M	14804	3063	3		IGFN1	+ 
M	14804	306	3		IQCH	+ 
M	14804	3064	1		BMP2/TRIB3	
M	14804	3064	2		BMP2	+ 
M	14804	3064	3		TRIB3	+ 
M	14804	3065	1		ORAI2/CUX1	
M	14804	3065	2		ORAI2	+ 
M	14804	3065	3		CUX1	+ 
M	14804	3066	1		RERE/VAMP3	
M	14804	3066	2		RERE	+ 
M	14804	3066	3		VAMP3	+ 
M	14804	3067	1		EXOSC5/LEUTX	
M	14804	3067	2		EXOSC5	+ 
M	14804	3067	3		LEUTX	+ 
M	14804	3068	1		SPON1/SIRT3	
M	14804	3068	2		SPON1	+ 
M	14804	3068	3		SIRT3	+ 
M	14804	3069	1		NOVA2/LEUTX	
M	14804	3069	2		NOVA2	+ 
M	14804	3069	3		LEUTX	+ 
M	14804	3070	1		SYMPK/ELSPBP1	
M	14804	3070	2		SYMPK	+ 
M	14804	3070	3		ELSPBP1	+ 
M	14804	3071	1		ANKLE2/NCOR2	
M	14804	3071	2		ANKLE2	+ 
M	14804	3071	3		NCOR2	+ 
M	14804	307	1		FAM160B1/VTI1A	
M	14804	3072	1		NCOR2/TMEM132D	
M	14804	3072	2		NCOR2	+ 
M	14804	3072	3		TMEM132D	+ 
M	14804	307	2		FAM160B1	+ 
M	14804	3073	1		ZNF69/AP3D1	
M	14804	3073	2		ZNF69	+ 
M	14804	3073	3		AP3D1	+ 
M	14804	307	3		VTI1A	+ 
M	14804	3074	1		TMEM132D/GALNT9	
M	14804	3074	2		TMEM132D	+ 
M	14804	3074	3		GALNT9	+ 
M	14804	3075	1		MLLT6/PPP1R12A	
M	14804	3075	2		MLLT6	+ 
M	14804	3075	3		PPP1R12A	+ 
M	14804	3076	1		SPOP/PRDM16	
M	14804	3076	2		SPOP	+ 
M	14804	3076	3		PRDM16	+ 
M	14804	3077	1		KNTC1/CCDC53	
M	14804	3077	2		KNTC1	+ 
M	14804	3077	3		CCDC53	+ 
M	14804	3078	1		UNC79/BRF1	
M	14804	3078	2		UNC79	+ 
M	14804	3078	3		BRF1	+ 
M	14804	3079	1		LRRK2/GXYLT1	
M	14804	3079	2		LRRK2	+ 
M	14804	3079	3		GXYLT1	+ 
M	14804	3080	1		RASSF3/SNX10	
M	14804	3080	2		RASSF3	+ 
M	14804	3080	3		SNX10	+ 
M	14804	3081	1		ADCYAP1R1/DFNA5	
M	14804	3081	2		ADCYAP1R1	+ 
M	14804	3081	3		DFNA5	+ 
M	14804	308	1		TRAPPC10/UBASH3A	
M	14804	3082	1		JAZF1/SNX13	
M	14804	3082	2		JAZF1	+ 
M	14804	3082	3		SNX13	+ 
M	14804	308	2		TRAPPC10	+ 
M	14804	3083	1		FRS2/GRIP1	
M	14804	3083	2		FRS2	+ 
M	14804	3083	3		GRIP1	+ 
M	14804	308	3		UBASH3A	+ 
M	14804	3084	1		HOXA3/KIAA0895	
M	14804	3084	2		HOXA3	+ 
M	14804	3084	3		KIAA0895	+ 
M	14804	3085	1		PTPRR/VWC2	
M	14804	3085	2		PTPRR	+ 
M	14804	3085	3		VWC2	+ 
M	14804	3086	1		TBC1D15/BMPER	
M	14804	3086	2		TBC1D15	+ 
M	14804	3086	3		BMPER	+ 
M	14804	3087	1		SEPT14/UPP1	
M	14804	3087	2		SEPT14	+ 
M	14804	3087	3		UPP1	+ 
M	14804	3088	1		AUTS2/TBC1D30	
M	14804	3088	2		AUTS2	+ 
M	14804	3088	3		TBC1D30	+ 
M	14804	3089	1		MSRB3/JAZF1	
M	14804	3089	2		MSRB3	+ 
M	14804	3089	3		JAZF1	+ 
M	14804	3090	1		MTA2/MS4A18	
M	14804	3090	2		MTA2	+ 
M	14804	3090	3		MS4A18	+ 
M	14804	3091	1		NUMA1/FOLR1	
M	14804	3091	2		NUMA1	+ 
M	14804	3091	3		FOLR1	+ 
M	14804	309	1		CBLB/KIAA1524	
M	14804	3092	1		ARMC8/CLDN18	
M	14804	3092	2		ARMC8	+ 
M	14804	3092	3		CLDN18	+ 
M	14804	309	2		CBLB	+ 
M	14804	3093	1		MYBPC1/PXN	
M	14804	3093	2		MYBPC1	+ 
M	14804	3093	3		PXN	+ 
M	14804	309	3		KIAA1524	+ 
M	14804	3094	1		PXN/MYBPC1	
M	14804	3094	2		PXN	+ 
M	14804	3094	3		MYBPC1	+ 
M	14804	3095	1		MED13L/MYBPC1	
M	14804	3095	2		MED13L	+ 
M	14804	3095	3		MYBPC1	+ 
M	14804	3096	1		ZNF790/RHPN2	
M	14804	3096	2		ZNF790	+ 
M	14804	3096	3		RHPN2	+ 
M	14804	3097	1		MPV17L/XPO6	
M	14804	3097	2		MPV17L	+ 
M	14804	3097	3		XPO6	+ 
M	14804	3098	1		NFKB1/MANBA	
M	14804	3098	2		NFKB1	+ 
M	14804	3098	3		MANBA	+ 
M	14804	3099	1		ARID1B/PREP	
M	14804	3099	2		ARID1B	+ 
M	14804	3099	3		PREP	+ 
M	14804	3100	1		PCYT1B/SIAH1	
M	14804	3100	2		PCYT1B	+ 
M	14804	3100	3		SIAH1	+ 
M	14804	3101	1		ASCC3/SERINC1	
M	14804	3101	2		ASCC3	+ 
M	14804	3101	3		SERINC1	+ 
M	14804	310	1		FRYL/OCIAD2	
M	14804	3102	1		MAP3K4/METTL24	
M	14804	3102	2		MAP3K4	+ 
M	14804	3102	3		METTL24	+ 
M	14804	310	2		FRYL	+ 
M	14804	3103	1		RIMKLB/ITFG2	
M	14804	3103	2		RIMKLB	+ 
M	14804	3103	3		ITFG2	+ 
M	14804	310	3		OCIAD2	+ 
M	14804	3104	1		LRP6/NINJ2	
M	14804	3104	2		LRP6	+ 
M	14804	3104	3		NINJ2	+ 
M	14804	3106	1		SLC9B1/LRRK1	
M	14804	3106	2		SLC9B1	+ 
M	14804	3106	3		LRRK1	+ 
M	14804	3107	1		MDN1/CYB5R4	
M	14804	3107	2		MDN1	+ 
M	14804	3107	3		CYB5R4	+ 
M	14804	3108	1		KCNJ10/CISD2	
M	14804	3108	2		KCNJ10	+ 
M	14804	3108	3		CISD2	+ 
M	14804	3109	1		CKS2/PCSK5	
M	14804	3109	2		CKS2	+ 
M	14804	3109	3		PCSK5	+ 
M	14804	3110	1		ABCA2/TRIM14	
M	14804	3110	2		ABCA2	+ 
M	14804	3110	3		TRIM14	+ 
M	14804	3111	1		TRIM2/WDR37	
M	14804	3111	2		TRIM2	+ 
M	14804	3111	3		WDR37	+ 
M	14804	311	1		EHMT1/GRIN1	
M	14804	3112	1		ANKRD6/ZDHHC14	
M	14804	3112	2		ANKRD6	+ 
M	14804	3112	3		ZDHHC14	+ 
M	14804	311	2		EHMT1	+ 
M	14804	3113	1		HMGCS1/OXCT1	
M	14804	3113	2		HMGCS1	+ 
M	14804	3113	3		OXCT1	+ 
M	14804	311	3		GRIN1	+ 
M	14804	3114	1		FYTTD1/ALDH1A3	
M	14804	3114	2		FYTTD1	+ 
M	14804	3114	3		ALDH1A3	+ 
M	14804	3115	1		VCP/C9orf131	
M	14804	3115	2		VCP	+ 
M	14804	3115	3		C9orf131	+ 
M	14804	3117	1		CENPO/UBXN2A	
M	14804	3117	2		CENPO	+ 
M	14804	3117	3		UBXN2A	+ 
M	14804	3118	1		P4HB/SOS1	
M	14804	3118	2		P4HB	+ 
M	14804	3118	3		SOS1	+ 
M	14804	3119	1		NDRG2/RABEP1	
M	14804	3119	2		NDRG2	+ 
M	14804	3119	3		RABEP1	+ 
M	14804	31	1		PAX8/GLIS1	
M	14804	3120	1		TAP2/VARS	
M	14804	3120	2		TAP2	+ 
M	14804	3120	3		VARS	+ 
M	14804	3121	1		SLC4A7/TYR	
M	14804	3121	2		SLC4A7	+ 
M	14804	3121	3		TYR	+ 
M	14804	312	1		CHST8/PDCD5	
M	14804	3122	1		SMURF1/TRIM4	
M	14804	3122	2		SMURF1	+ 
M	14804	3122	3		TRIM4	+ 
M	14804	312	2		CHST8	+ 
M	14804	3123	1		TMEM135/GPD1L	
M	14804	3123	2		TMEM135	+ 
M	14804	3123	3		GPD1L	+ 
M	14804	312	3		PDCD5	+ 
M	14804	3124	1		GLI3/TMEM243	
M	14804	3124	2		GLI3	+ 
M	14804	3124	3		TMEM243	+ 
M	14804	3125	1		NCKAP5/DYNC2H1	
M	14804	3125	2		NCKAP5	+ 
M	14804	3125	3		DYNC2H1	+ 
M	14804	3126	1		AMOTL1/CCDC88B	
M	14804	3126	2		AMOTL1	+ 
M	14804	3126	3		CCDC88B	+ 
M	14804	3127	1		GLB1/INSC	
M	14804	3127	2		GLB1	+ 
M	14804	3127	3		INSC	+ 
M	14804	3128	1		FGF12/LAMP3	
M	14804	3128	2		FGF12	+ 
M	14804	3128	3		LAMP3	+ 
M	14804	3129	1		MPPED2/AMOTL1	
M	14804	3129	2		MPPED2	+ 
M	14804	3129	3		AMOTL1	+ 
M	14804	31	2		PAX8	+ 
M	14804	3130	1		CELF1/BBOX1	
M	14804	3130	2		CELF1	+ 
M	14804	3130	3		BBOX1	+ 
M	14804	3131	1		SMURF1/GJC3	
M	14804	3131	2		SMURF1	+ 
M	14804	3131	3		GJC3	+ 
M	14804	313	1		PRKAG2/KMT2C	
M	14804	3132	1		HARBI1/TNS3	
M	14804	3132	2		HARBI1	+ 
M	14804	3132	3		TNS3	+ 
M	14804	313	2		PRKAG2	+ 
M	14804	3133	1		DMTF1/SEMA3D	
M	14804	3133	2		DMTF1	+ 
M	14804	3133	3		SEMA3D	+ 
M	14804	313	3		KMT2C	+ 
M	14804	3134	1		SOX6/PTPRJ	
M	14804	3134	2		SOX6	+ 
M	14804	3134	3		PTPRJ	+ 
M	14804	3135	1		CKAP5/TMEM135	
M	14804	3135	2		CKAP5	+ 
M	14804	3135	3		TMEM135	+ 
M	14804	3136	1		NFASC/PPP1R12B	
M	14804	3136	2		NFASC	+ 
M	14804	3136	3		PPP1R12B	+ 
M	14804	3137	1		RGS7/C8orf34	
M	14804	3137	2		RGS7	+ 
M	14804	3137	3		C8orf34	+ 
M	14804	3138	1		RREB1/LYRM4	
M	14804	3138	2		RREB1	+ 
M	14804	3138	3		LYRM4	+ 
M	14804	3139	1		FXYD6/ZEB2	
M	14804	3139	2		FXYD6	+ 
M	14804	3139	3		ZEB2	+ 
M	14804	31	3		GLIS1	+ 
M	14804	3140	1		HP1BP3/TMCO4	
M	14804	3140	2		HP1BP3	+ 
M	14804	3140	3		TMCO4	+ 
M	14804	3141	1		FARS2/GCNT2	
M	14804	3141	2		FARS2	+ 
M	14804	3141	3		GCNT2	+ 
M	14804	314	1		SMG6/DHX33	
M	14804	314	2		SMG6	+ 
M	14804	3143	1		NF1/TRMT61B	
M	14804	3143	2		NF1	+ 
M	14804	3143	3		TRMT61B	+ 
M	14804	314	3		DHX33	+ 
M	14804	3144	1		CPE/ARHGEF4	
M	14804	3144	2		CPE	+ 
M	14804	3144	3		ARHGEF4	+ 
M	14804	3145	1		GNG7/TACC3	
M	14804	3145	2		GNG7	+ 
M	14804	3145	3		TACC3	+ 
M	14804	3146	1		FAM171A1/ANKRD26	
M	14804	3146	2		FAM171A1	+ 
M	14804	3146	3		ANKRD26	+ 
M	14804	3147	1		RIMKLB/PIP4K2A	
M	14804	3147	2		RIMKLB	+ 
M	14804	3147	3		PIP4K2A	+ 
M	14804	3148	1		NDRG2/KIF3A	
